date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,city
2023-02-19,260.53749999999997,176.3166666666667,3349.3333333333335,113.47500000000001,123.08749999999999,83.16666666666667,Delhi
2023-02-20,184.2541666666667,125.52083333333333,2036.3333333333333,108.3125,79.3,72.375,Delhi
2023-02-21,114.85416666666667,76.02083333333333,1355.0833333333333,82.03750000000001,60.24583333333334,51.708333333333336,Delhi
2023-02-22,99.2625,66.63333333333334,1007.5833333333334,54.84166666666667,44.199999999999996,67.45833333333333,Delhi
2023-02-23,65.82916666666667,40.36666666666667,816.5,42.204166666666666,34.083333333333336,57.25,Delhi
2023-02-24,86.58749999999999,56.59166666666667,1313.5416666666667,54.47083333333333,44.87083333333334,64.20833333333333,Delhi
2023-02-25,131.01250000000002,88.43333333333334,2341.375,85.77083333333333,72.7,70.25,Delhi
2023-02-26,123.52916666666665,84.27083333333333,2153.2916666666665,89.87083333333334,81.32916666666667,64.66666666666667,Delhi
2023-02-27,105.5125,70.46249999999999,1455.7083333333333,70.02499999999999,58.6,66.25,Delhi
2023-02-28,111.02499999999999,73.1,1623.125,73.40833333333333,62.75833333333333,54.375,Delhi
2023-03-01,91.54583333333333,60.0,1369.7916666666667,54.39166666666666,46.05833333333334,48.083333333333336,Delhi
2023-03-02,74.61666666666666,48.479166666666664,1071.3333333333333,54.03333333333333,44.48333333333333,52.0,Delhi
2023-03-03,63.23333333333333,38.391666666666666,701.5416666666666,45.637499999999996,30.8125,56.041666666666664,Delhi
2023-03-04,62.22083333333333,37.458333333333336,718.625,41.916666666666664,29.104166666666668,58.25,Delhi
2023-03-05,64.94583333333334,39.479166666666664,794.2083333333334,46.9375,29.008333333333336,58.875,Delhi
2023-03-06,68.3125,42.875,946.7083333333334,45.90833333333333,31.9375,59.791666666666664,Delhi
2023-03-07,101.675,66.59166666666667,1609.7916666666667,67.89999999999999,52.51666666666667,63.625,Delhi
2023-03-08,132.51250000000002,89.64583333333333,2383.0833333333335,93.45416666666667,77.19583333333334,56.208333333333336,Delhi
2023-03-09,98.39166666666667,65.97916666666667,1324.8333333333333,68.29583333333333,50.96666666666667,58.291666666666664,Delhi
2023-03-10,110.57916666666667,72.77499999999999,1547.5,69.47500000000001,51.012499999999996,60.958333333333336,Delhi
2023-03-11,154.5875,102.84583333333335,2475.0833333333335,104.05833333333334,89.35416666666667,69.45833333333333,Delhi
2023-03-12,139.95833333333334,94.71666666666665,1957.4583333333333,84.175,83.45416666666667,72.0,Delhi
2023-03-13,140.29583333333332,93.52916666666665,2033.875,76.11666666666666,78.46249999999999,63.666666666666664,Delhi
2023-03-14,93.75833333333333,59.375,1221.4166666666667,54.57083333333333,48.42916666666667,60.416666666666664,Delhi
2023-03-15,141.975,93.49166666666667,2301.25,91.18333333333334,90.28333333333335,63.291666666666664,Delhi
2023-03-16,119.4375,80.60416666666667,1680.2083333333333,76.51666666666667,67.65833333333333,57.166666666666664,Delhi
2023-03-17,104.23333333333333,70.08333333333333,1184.1666666666667,66.52499999999999,49.145833333333336,65.75,Delhi
2023-03-18,144.65416666666667,98.70416666666667,1578.25,74.125,58.19583333333333,60.416666666666664,Delhi
2023-03-19,154.02083333333334,106.69583333333333,2071.875,79.57083333333334,86.25833333333333,65.58333333333333,Delhi
2023-03-20,126.4875,86.91250000000001,1932.25,71.02083333333333,64.67916666666666,61.416666666666664,Delhi
